,aired_str,genre_Mecha,genre_Sports,genre_Sci-Fi,genre_Adventure,genre_Slice of Life,genre_Action,genre_Drama,genre_School,genre_Romance,genre_Supernatural,genre_Comedy,anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,opening_theme,ending_theme
783,2018-01-05,False,False,False,False,False,True,False,False,False,False,False,35589,Toji no Miko,Katana Maidens: Toji no Miko,刀使ノ巫女,"Sword User Shrine Maiden, The Shrine Maiden Swordwielders",https://cdn.myanimelist.net/images/anime/13/89885.jpg,TV,Original,24,Currently Airing,True,"Jan 5, 2018 to ?","{'from': '2018-01-05', 'to': None}",23 min. per ep.,PG-13 - Teens 13 or older,6.35,6668,6200.0,1866,37082,94,,Winter 2018,Fridays at 21:30 (JST),"{'Adaptation': [{'mal_id': 108865, 'type': 'manga', 'url': 'https://myanimelist.net/manga/108865/Toji_no_Miko', 'title': 'Toji no Miko'}], 'Summary': [{'mal_id': 37672, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37672/Toji_no_Miko_Recap', 'title': 'Toji no Miko Recap'}]}","Square Enix, Genco, Mainichi Broadcasting System, AT-X, Glovision, Kadokawa, My Theater D.D., Crunchyroll SC Anime Fund",Funimation,Studio Gokumi,"['""Save you Save me"" by Kanami Etou (Kaede Hondo), Hiyori Juujuu (Saori Oonishi), Mai Yanase (Azumi Waki), Sayaka Itomi (Hina Kino), Kaoru Mashiko (Risae Matsuda), Eren Kohagura (Eri Suzuki)']","['""Kokoro no Memoria (心のメモリア)"" by Kanami Etou (Kaede Hondo), Hiyori Juujuu (Saori Oonishi), Mai Yanase (Azumi Waki), Sayaka Itomi (Hina Kino), Kaoru Mashiko (Risae Matsuda), Eren Kohagura (Eri Suzuki)']"
785,2005-10-04,False,False,False,False,False,True,True,False,True,False,False,282,Angel Heart,,エンジェル・ハート,,https://cdn.myanimelist.net/images/anime/1/282.jpg,TV,Manga,50,Finished Airing,False,"Oct 4, 2005 to Sep 26, 2006","{'from': '2005-10-04', 'to': '2006-09-26'}",23 min. per ep.,PG-13 - Teens 13 or older,7.35,3531,2223.0,3477,11397,55,,Fall 2005,Tuesdays at Unknown,"{'Adaptation': [{'mal_id': 1512, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1512/Angel_Heart', 'title': 'Angel Heart'}], 'Spin-off': [{'mal_id': 1473, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1473/City_Hunter_91', 'title': 'City Hunter &#039;91'}]}",Aniplex,,TMS Entertainment,"['#1: ""Finally"" by Sowelu', '#2: ""Lion"" by Koji Tamaki', '#3: ""Battlefield of love"" by Isawa Asami']","['#1: ""Dare ka ga Kimi wo Omotteru (誰かが君を想ってる)"" by Skoop On Somebody', '#2: ""Daydream Tripper"" by U_WAVE', '#3: ""My Destiny"" by Kanon']"
787,2007-10-08,False,False,False,True,False,False,False,False,False,False,True,3738,Usavich II,Usavich II,ウサビッチ,Usavich 2,https://cdn.myanimelist.net/images/anime/5/15661.jpg,TV,Original,13,Finished Airing,False,"Oct 8, 2007 to Jan 15, 2008","{'from': '2007-10-08', 'to': '2008-01-15'}",1 min. per ep.,PG-13 - Teens 13 or older,7.23,2527,2701.0,5446,3778,3,,Fall 2007,Unknown,"{'Prequel': [{'mal_id': 3737, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3737/Usavich', 'title': 'Usavich'}], 'Sequel': [{'mal_id': 5397, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5397/Usavich_III', 'title': 'Usavich III'}]}",,,Kanaban Graphics,[],[]
801,2017-04-15,False,False,True,False,False,False,False,False,False,False,True,34799,PriPri Chii-chan!!,PriPri Chi-chan!!,プリプリちぃちゃん!!,"Puripuri Chii-chan!!, Puri Puri",https://cdn.myanimelist.net/images/anime/10/83963.jpg,TV,Manga,36,Finished Airing,False,"Apr 15, 2017 to Dec 16, 2017","{'from': '2017-04-15', 'to': '2017-12-16'}",12 min. per ep.,G - All Ages,6.25,399,6591.0,6797,2056,7,,Spring 2017,Saturdays at 06:30 (JST),"{'Adaptation': [{'mal_id': 90269, 'type': 'manga', 'url': 'https://myanimelist.net/manga/90269/PriPri_Chii-chan', 'title': 'PriPri Chii-chan!!'}]}",,,OLM,"['#1: ""Tokubetsu Ichiban!! (トクベツいちばん!!)"" by Momo Asakura', '#2: ""Twins (ツインズ)"" by CHiCO with HoneyWorks', '#3: ""Colorful (カラフル)"" by Momo Asakura']","['#1: ""Honey and Loops (ハニーアンドループス)"" by Aki Toyosaki', '#2: ""Fuwari, Korori, Karan, Koron (フワリ、コロリ、カラン、コロン)"" by Shiina Natsukawa', '#3: ""Uchouten Traveler (有頂天トラベラー)"" by Haruka Tomatsu']"
804,2012-01-08,False,False,True,False,False,False,False,False,False,False,False,8917,Mouretsu Pirates,Bodacious Space Pirates,モーレツ宇宙海賊,"Mouretsu Uchuu Kaizoku, Miniskirt Pirates, Moretsu Uchuu Kaizoku",https://cdn.myanimelist.net/images/anime/13/36247.jpg,TV,Light novel,26,Finished Airing,False,"Jan 8, 2012 to Jul 1, 2012","{'from': '2012-01-08', 'to': '2012-07-01'}",24 min. per ep.,PG-13 - Teens 13 or older,7.22,19854,2737.0,1421,55902,245,,Winter 2012,Sundays at 00:30 (JST),"{'Adaptation': [{'mal_id': 32711, 'type': 'manga', 'url': 'https://myanimelist.net/manga/32711/Miniskirt_Pirates', 'title': 'Miniskirt Pirates'}], 'Sequel': [{'mal_id': 14817, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14817/Mouretsu_Pirates__Abyss_of_Hyperspace', 'title': 'Mouretsu Pirates: Abyss of Hyperspace'}]}","Starchild Records, Magic Capsule",Sentai Filmworks,Satelight,"['""Mouretsu Uchuu Koukyoukyoku: Daishichi Gakushou &#039;Mugen no Ai&#039; (猛烈宇宙交響曲・第七楽章「無限の愛」)"" by Momoiro Clover Z']","['#1: ""LOST CHILD"" by Momoiro Clover Z (eps 1-8, 10-11, 14-15, 17-25)', '#2: ""Black Holy"" by Mikako Komatsu (eps 9, 12, 16)', '#3: ""Toumei na Yozora ~Matataku Hoshi ni Tsutsumarete~ (透明な夜空 〜瞬く星に包まれて〜)"" by Mikako Komatsu (ep 13)', '#4: ""Mirai Kouro (未來船路)"" by Mikako Komatsu (ep 26)']"
806,2016-07-11,False,False,False,False,False,True,False,False,False,False,False,32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Danganronpa 3: The End of Hope&#039;s Peak High School - Future Arc,ダンガンロンパ3 -The End of 希望ヶ峰学園- 未来編,Danganronpa 3: The End of Hope&#039;s Peak Academy - Future Volume,https://cdn.myanimelist.net/images/anime/10/80931.jpg,TV,Game,12,Finished Airing,False,"Jul 11, 2016 to Sep 26, 2016","{'from': '2016-07-11', 'to': '2016-09-26'}",24 min. per ep.,R - 17+ (violence & profanity),7.67,65264,1165.0,584,142665,1215,,Summer 2016,Mondays at 23:00 (JST),"{'Prequel': [{'mal_id': 16592, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation', 'title': 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation'}, {'mal_id': 33028, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33028/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Zetsubou-hen', 'title': 'Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen'}, {'mal_id': 34152, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34152/Super_Danganronpa_25__Komaeda_Nagito_to_Sekai_no_Hakaimono', 'title': 'Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono'}], 'Sequel': [{'mal_id': 34103, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34103/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Kibou-hen', 'title': 'Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen'}], 'Other': [{'mal_id': 37103, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37103/Danganronpa_3_Mirai_Bashitsu', 'title': 'Danganronpa 3 Mirai Bashi~tsu'}]}",,Funimation,Lerche,"['""DEAD OR LIE"" by Maon Kurosaki and feat.TRUSTRICK']","['""Recall THE END"" by TRUSTRICK']"
811,2015-02-01,False,False,False,False,True,True,False,True,False,False,True,28669,Go! Princess Precure,,Go! プリンセスプリキュア,,https://cdn.myanimelist.net/images/anime/6/77975.jpg,TV,Original,50,Finished Airing,False,"Feb 1, 2015 to Jan 31, 2016","{'from': '2015-02-01', 'to': '2016-01-31'}",24 min. per ep.,G - All Ages,7.8,2348,873.0,4163,7454,153,,Winter 2015,Sundays at 08:30 (JST),"{'Adaptation': [{'mal_id': 97716, 'type': 'manga', 'url': 'https://myanimelist.net/manga/97716/Go_Princess_Precure', 'title': 'Go! Princess Precure'}], 'Alternative setting': [{'mal_id': 603, 'type': 'anime', 'url': 'https://myanimelist.net/anime/603/Futari_wa_Precure', 'title': 'Futari wa Precure'}, {'mal_id': 1534, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1534/Futari_wa_Precure__Splash☆Star', 'title': 'Futari wa Precure: Splash☆Star'}, {'mal_id': 1929, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1929/Futari_wa_Precure__Max_Heart', 'title': 'Futari wa Precure: Max Heart'}, {'mal_id': 1932, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1932/Yes_Precure_5', 'title': 'Yes! Precure 5'}, {'mal_id': 3692, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3692/Yes_Precure_5_GoGo', 'title': 'Yes! Precure 5 GoGo!'}, {'mal_id': 5684, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5684/Fresh_Precure', 'title': 'Fresh Precure!'}, {'mal_id': 7645, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7645/Heartcatch_Precure', 'title': 'Heartcatch Precure!'}, {'mal_id': 9893, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9893/Suite_Precure♪', 'title': 'Suite Precure♪'}, {'mal_id': 12191, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12191/Smile_Precure', 'title': 'Smile Precure!'}, {'mal_id': 16419, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16419/Dokidoki_Precure', 'title': 'Dokidoki! Precure'}, {'mal_id': 21407, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21407/Happiness_Charge_Precure', 'title': 'Happiness Charge Precure!'}, {'mal_id': 31884, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31884/Mahoutsukai_Precure', 'title': 'Mahoutsukai Precure!'}, {'mal_id': 34290, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34290/Kirakira☆Precure_A_La_Mode', 'title': 'Kirakira☆Precure A La Mode'}, {'mal_id': 36593, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36593/Hug_tto_Precure', 'title': 'Hug tto! Precure'}], 'Side story': [{'mal_id': 29868, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29868/Go_Princess_Precure_Movie__Go_Go_Gouka_3-bondate', 'title': 'Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!'}], 'Spin-off': [{'mal_id': 34302, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34302/Precure_Dream_Stars_Movie', 'title': 'Precure Dream Stars! Movie'}, {'mal_id': 34303, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34303/Minna_Atsumare_Precure_Festival_Precure_on_Miracle_Magical_☆_Stage', 'title': 'Minna Atsumare! Precure Festival Precure on Miracle Magical ☆ Stage'}]}",,,Toei Animation,"['""Miracle GO! Princess Precure (Miracle GO！プリンセスプリキュア)"" by Karin Isobe']","['#1: ""Dreaming☆Princess Precure (ドリーミング☆プリンセスプリキュア)"" by Rie Kitagawa (eps 1-25)', '#2: ""Yume wa Mirai e no Michi (夢は未来への道)"" by Rie Kitagawa (eps 26-50)']"
813,2004-06-12,True,False,True,False,False,False,False,False,False,False,False,166,Samurai 7,Samurai 7,サムライセブン,Samurai Seven,https://cdn.myanimelist.net/images/anime/10/9399.jpg,TV,Other,26,Finished Airing,False,"Jun 12, 2004 to Dec 25, 2004","{'from': '2004-06-12', 'to': '2004-12-25'}",26 min. per ep.,PG-13 - Teens 13 or older,7.57,44550,1438.0,973,87185,655,,Summer 2004,Unknown,"{'Adaptation': [{'mal_id': 10226, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10226/Samurai_7', 'title': 'Samurai 7'}]}","GDH, Sotsu Music Publishing",Funimation,Gonzo,"['""UNLIMITED"" by Nanase Aikawa']","['""Fuhen (普遍)"" by Rin&#039;']"
816,2014-01-07,False,False,False,False,False,False,False,True,False,False,True,20031,D-Frag!,D-Frag!,ディーふらぐ！,D-Frag!,https://cdn.myanimelist.net/images/anime/2/53407.jpg,TV,Manga,12,Finished Airing,False,"Jan 7, 2014 to Mar 25, 2014","{'from': '2014-01-07', 'to': '2014-03-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.7,114663,1100.0,336,218740,1719,D-Frag! adapts content from the first 5 volumes of Tomoya Haruno&#039;s manga of the same name.,Winter 2014,Unknown,"{'Adaptation': [{'mal_id': 14721, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14721/D-Frag', 'title': 'D-Frag!'}], 'Side story': [{'mal_id': 23383, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23383/D-Fang__Water', 'title': 'D-Fang!: Water!!'}]}","TV Tokyo, Media Factory, Kadokawa Shoten, AT-X, DAX Production, Sony Music Communications, Toranoana",Funimation,Brain&#039;s Base,"['""Stalemate! (すているめいと!)"" by IOSYS jk Girls (eps 2-12)']","['#1: ""Stalemate! (すているめいと!)"" by IOSYS jk Girls (ep 1)', '#2: ""Minna no Namae wo Irete Kudasai (ミンナノナマエヲイレテクダサイ)"" by Roka Shibasaki (CV: Kana Hanazawa), Takao (CV: Shizuka Itou) & Funabori (CV: Aki Toyosaki) (eps 2-12)']"
818,2004-01-03,True,False,True,True,False,False,True,False,False,False,False,295,Divergence Eve 2: Misaki Chronicles,Misaki Chronicle: Divergence Eve,みさきクロニクル 〜ダイバージェンス・イヴ〜,,https://cdn.myanimelist.net/images/anime/11/20200.jpg,TV,Original,13,Finished Airing,False,"Jan 3, 2004 to Mar 27, 2004","{'from': '2004-01-03', 'to': '2004-03-27'}",24 min. per ep.,PG-13 - Teens 13 or older,6.36,1814,6153.0,4739,5390,8,,Winter 2004,Saturdays at 00:30 (JST),"{'Prequel': [{'mal_id': 294, 'type': 'anime', 'url': 'https://myanimelist.net/anime/294/Divergence_Eve', 'title': 'Divergence Eve'}]}","Imagica, KlockWorx","ADV Films, Sentai Filmworks",Radix,"['""Kiss Kiss Kiss"" by Nao Nagasawa']","['""S O R A"" by Nao Nagasawa']"
819,2002-05-24,False,False,True,True,False,False,False,False,False,False,False,29371,Naccio to Pomm,Naccio and Pomm,ナッチョとポム,"Naccio e Pomm, Natcho to Pomu, Nacho to Pomo, Nacho e Pomme, Naccio & Pomm",https://cdn.myanimelist.net/images/anime/7/70633.jpg,TV,Unknown,41,Finished Airing,False,"May 24, 2002 to 2009","{'from': '2002-05-24', 'to': '2018-05-11'}",5 min. per ep.,PG - Children,5.29,7,11365.0,13606,71,1,,,Unknown,[],NHK,,,[],[]
828,2013-04-05,False,False,False,False,False,False,True,True,True,False,False,16201,Aku no Hana,Flowers of Evil,惡の華,Aku no Hana,https://cdn.myanimelist.net/images/anime/8/50559.jpg,TV,Manga,13,Finished Airing,False,"Apr 5, 2013 to Jun 30, 2013","{'from': '2013-04-05', 'to': '2013-06-30'}",24 min. per ep.,R - 17+ (violence & profanity),7.18,41098,2880.0,766,112618,1717,"Pre-screened on March 20, 2013 at the Tokyo International Anime Fair. The regular TV airing date was on April 5, 2013.",Spring 2013,Unknown,"{'Adaptation': [{'mal_id': 24705, 'type': 'manga', 'url': 'https://myanimelist.net/manga/24705/Aku_no_Hana', 'title': 'Aku no Hana'}]}","Starchild Records, Animax, Kodansha, KlockWorx, GANSIS",Sentai Filmworks,Zexcs,"['#1: ""Aku no Hana -Takao Kasuga- (惡の華 -春日高男-)"" by Uchujin (with guest vocalist Noko) (eps 1-3)', '#2: ""Aku no Hana -Sawa Nakamura- (惡の華 -仲村佐和-)"" by Uchujin (with guest vocalist Mariko Goto) (eps 4-6)', '#3: ""Aku no Hana -Nanako Saeki- (惡の華 -佐伯奈々子-)"" by Uchujin (with guest vocalist Shiho Nanba) (eps 7-9)', '#4: ""Aku no Hana -Gunma-ken, Kiryuushi- (惡の華 -群馬県桐生市-)"" by Uchujin (eps 11-13)']","['#1: ""Hana -a last flower- (花 -a last flower-)"" by ASA-CHANG & JUNRAY (eps 1-4, 6, 9, 11-12)', '#2: ""Hana -a last flower- ver.Z (花 -a last flower- ver.Z)"" by ASA-CHANG & JUNRAY (ep 5, 10)', '#3: ""Hana (花)"" by ASA-CHANG & JUNRAY (ep 7)', '#4: ""Hana -a last flower- ver.X (花 -a last flower- ver.X)"" by ASA-CHANG & JUNRAY (ep 8)']"
834,2015-10-04,False,True,False,False,False,False,True,True,False,False,True,28891,Haikyuu!! Second Season,Haikyu!! 2nd Season,ハイキュー!! セカンドシーズン,Haikyuu!! Second Season,https://cdn.myanimelist.net/images/anime/9/76662.jpg,TV,Manga,25,Finished Airing,False,"Oct 4, 2015 to Mar 27, 2016","{'from': '2015-10-04', 'to': '2016-03-27'}",24 min. per ep.,PG-13 - Teens 13 or older,8.87,205597,22.0,171,333808,6571,"Haikyuu!! Second Season is the sequel to the first anime adaptation of the ongoing manga of the same name, Haikyuu!!, which was ranked in 4th place in Honya Club&#039;s prestigious &#039;Zenkoku Shotenin ga Eranda Osusume Comic&#039; ranking in 2013. Sentai Filmworks has announced their exclusive licensing rights for digital and home release in North America.",Fall 2015,Sundays at 02:58 (JST),"{'Adaptation': [{'mal_id': 35243, 'type': 'manga', 'url': 'https://myanimelist.net/manga/35243/Haikyuu', 'title': 'Haikyuu!!'}], 'Prequel': [{'mal_id': 20583, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20583/Haikyuu', 'title': 'Haikyuu!!'}], 'Sequel': [{'mal_id': 32935, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32935/Haikyuu__Karasuno_Koukou_VS_Shiratorizawa_Gakuen_Koukou', 'title': 'Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou'}], 'Summary': [{'mal_id': 35110, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense', 'title': 'Haikyuu!! Movie 3: Sainou to Sense'}, {'mal_id': 35321, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35321/Haikyuu__Tokushuu_Haru-kou_Volley_ni_Kaketa_Seishun', 'title': 'Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun'}], 'Side story': [{'mal_id': 35806, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35806/Haikyuu__vs_Akaten', 'title': 'Haikyuu!!: vs ""Akaten""'}]}","TOHO animation, Shueisha",Sentai Filmworks,Production I.G,"['#1: ""I&#039;m A Believer (アイム・ア・ビリーバー)"" by SPYAIR (eps 1-13)', '#2: ""FLY HIGH!!"" by BURNOUT SYNDROMES (eps 14-25)']","['#1: ""Climber (クライマー)"" by Galileo Galilei (eps 1-13)', '#2: ""Hatsunetsu (発熱)"" by tacica  (eps 14-25)']"
836,2015-01-08,False,False,False,False,False,False,False,False,False,False,True,28247,Pankis! 2-jigen,,ぱんきす! 2次元,Punkzkiss,https://cdn.myanimelist.net/images/anime/11/74251.jpg,TV,Original,24,Finished Airing,False,"Jan 8, 2015 to Jun 18, 2015","{'from': '2015-01-08', 'to': '2015-06-18'}",4 min. per ep.,G - All Ages,5.95,59,7466.0,9852,418,1,,Winter 2015,Thursdays at 23:54 (JST),[],,,DLE,[],"['""Coffee ga Nomemasen (コーヒーが飲めません)"" by M!LK']"
842,1996-01-08,False,False,False,False,False,False,False,False,False,False,True,9540,Bucket de Gohan,,バケツでごはん,"Meals in a Bucket, Ginpei the Penguin",https://cdn.myanimelist.net/images/anime/10/26452.jpg,TV,Unknown,20,Finished Airing,False,"Jan 8, 1996 to Jun 24, 1996","{'from': '1996-01-08', 'to': '1996-06-24'}",25 min. per ep.,None,6.39,23,9771.0,11684,165,1,,Winter 1996,Mondays at 19:00 (JST),[],"Yomiuri Telecasting, Magic Bus",,,"['""SHIAWASE no Ou-sama"" by Papa Lunch Mama']","['""Animaru Rock &#039;n Roll"" by MINKU no Mimi']"
843,2001-04-04,False,False,False,False,True,False,True,False,True,False,True,836,Sister Princess,,シスター・プリンセス,"SP, sispri",https://cdn.myanimelist.net/images/anime/5/23692.jpg,TV,Light novel,26,Finished Airing,False,"Apr 4, 2001 to Sep 26, 2001","{'from': '2001-04-04', 'to': '2001-09-26'}",23 min. per ep.,PG-13 - Teens 13 or older,6.52,6105,5532.0,2898,16912,63,,Spring 2001,Unknown,"{'Adaptation': [{'mal_id': 8414, 'type': 'manga', 'url': 'https://myanimelist.net/manga/8414/Sister_Princess', 'title': 'Sister Princess'}], 'Sequel': [{'mal_id': 835, 'type': 'anime', 'url': 'https://myanimelist.net/anime/835/Sister_Princess__Re_Pure', 'title': 'Sister Princess: Re Pure'}]}","Starchild Records, TV Tokyo Music, GANSIS",ADV Films,Zexcs,"['""Love Destiny"" by Horie Yui']","['""Tsubasa"" by Horie Yui']"
848,2008-04-08,False,False,False,False,False,False,True,False,True,True,False,3457,Vampire Knight,Vampire Knight,ヴァンパイア騎士〈ナイト〉,Vampire Kishi,https://cdn.myanimelist.net/images/anime/3/7327.jpg,TV,Manga,13,Finished Airing,False,"Apr 8, 2008 to Jul 1, 2008","{'from': '2008-04-08', 'to': '2008-07-01'}",24 min. per ep.,PG-13 - Teens 13 or older,7.3,210142,2447.0,154,350090,7929,"Vampire Knight was released by Manga Entertainment in the UK and by Madman Entertainment in Australia. Vampire Knight is available for streaming on Hulu and Netflix. Additionally, the anime has been adapted into drama CDs, live-action musicals, dating simulators and art books. ",Spring 2008,Unknown,"{'Adaptation': [{'mal_id': 618, 'type': 'manga', 'url': 'https://myanimelist.net/manga/618/Vampire_Knight', 'title': 'Vampire Knight'}], 'Sequel': [{'mal_id': 4752, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4752/Vampire_Knight__Guilty', 'title': 'Vampire Knight: Guilty'}], 'Side story': [{'mal_id': 8422, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8422/Vampire_Knight__Gekiai_no_Portrait', 'title': 'Vampire Knight: Gekiai no Portrait'}]}","TV Tokyo, Aniplex, Nihon Ad Systems",Viz Media,Studio Deen,"['""Futatsu no Kodou to Akai Tsumi"" by ON/OFF']","['""still doll"" by Wakeshima Kanon']"
851,1992-01-12,False,False,False,True,False,False,True,False,False,False,False,2913,Daisougen no Chiisana Tenshi: Bush Baby,"Bush Baby, Little Angel of the Great Plains",大草原の小さな天使　ブッシュベイビー,The Bush Baby,https://cdn.myanimelist.net/images/anime/6/11298.jpg,TV,Unknown,40,Finished Airing,False,"Jan 12, 1992 to Dec 20, 1992","{'from': '1992-01-12', 'to': '1992-12-20'}",24 min. per ep.,G - All Ages,7.26,373,2553.0,7781,1276,3,,Winter 1992,Sundays at 19:30 (JST),"{'Summary': [{'mal_id': 25081, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25081/Daisougen_no_Chiisana_Tenshi_Bush_Baby_Specials', 'title': 'Daisougen no Chiisana Tenshi Bush Baby Specials'}]}",Fuji TV,,Nippon Animation,"['#1: ""Apollo"" by Yasuhide Sawa (eps 1-22)', '#2: ""Hohoemi de Prologue (微笑みでプロローグ)"" by Satoko Yamano (eps 23-40)']","['""Tori ni Naru (鳥になる)"" by Maya Okamoto']"
856,2012-04-03,False,False,False,False,False,True,False,False,False,False,True,12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,NARUTO Spin-Off: Rock Lee & His Ninja Pals,ナルトSD ロック・リーの青春フルパワー忍伝,,https://cdn.myanimelist.net/images/anime/13/36475.jpg,TV,Manga,51,Finished Airing,False,"Apr 3, 2012 to Mar 26, 2013","{'from': '2012-04-03', 'to': '2013-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.25,16390,2623.0,1767,40401,171,,Spring 2012,Tuesdays at 18:00 (JST),"{'Adaptation': [{'mal_id': 23208, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23208/Rock_Lee_no_Seishun_Full-Power_Ninden', 'title': 'Rock Lee no Seishun Full-Power Ninden'}], 'Spin-off': [{'mal_id': 1735, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1735/Naruto__Shippuuden', 'title': 'Naruto: Shippuuden'}]}","TV Tokyo, Shueisha",Viz Media,Studio Pierrot,"['#1: ""Give Lee Give Lee Rock Lee"" by ANIMETAL USA and Kageyama Hironobu (eps 1-26)', '#2: ""Love Song (ラブソング)"" by OKAMOTO&#039;S (eps 27-51)']","['#1: ""Twinkle Twinkle"" by Secret (eps 1-13)', '#2: ""Go! Go! Here we Go! (Go!Go!Here We Go!ロック・リー)"" by Shiritsu Ebisu Chuugaku (eps 14-26)', '#3: ""Daijoubu, Bokura (大丈夫、僕ら)"" by RAM WIRE (eps 27-39)', '#4: ""Icha Icha Chu Chu Kyappi Kyappi Love Love Suri Suri Doki Doki (イチャイチャチュッチュキャピキャピラブラブスリスリドキドキ)"" by HAPPY BIRTHDAY (eps 40-51)']"
857,2013-10-05,False,False,False,False,False,False,False,False,True,False,True,18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Yusibu: I couldnt become a hero, so I reluctantly decided to get a job.",勇者になれなかった俺はしぶしぶ就職を決意しました。,"Yu-sibu, Yusibu, Yuushibu",https://cdn.myanimelist.net/images/anime/13/54389.jpg,TV,Light novel,12,Finished Airing,False,"Oct 5, 2013 to Dec 21, 2013","{'from': '2013-10-05', 'to': '2013-12-21'}",24 min. per ep.,R+ - Mild Nudity,7.04,76450,3437.0,495,161469,310,The series adapts the first 3 volumes of Jun Sakyou&#039;s light novel series of the same title.,Fall 2013,Saturdays at 01:30 (JST),"{'Adaptation': [{'mal_id': 48961, 'type': 'manga', 'url': 'https://myanimelist.net/manga/48961/Yuusha_ni_Narenakatta_Ore_wa_Shibushibu_Shuushoku_wo_Ketsui_Shimashita', 'title': 'Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.'}], 'Sequel': [{'mal_id': 20545, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20545/Yuusha_ni_Narenakatta_Ore_wa_Shibushibu_Shuushoku_wo_Ketsui_Shimashita_OVA', 'title': 'Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA'}], 'Other': [{'mal_id': 28593, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28593/Yuusha_ni_Narenakatta_Ore_wa_Shibushibu_Shuushoku_wo_Ketsui_Shimashita_Specials', 'title': 'Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials'}]}","Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, chara-ani.com, Docomo Anime Store, Fujimi Shobo",Sentai Filmworks,Asread,"['""Extra Revolution (エキストラレボリューション)"" by ZAQ (eps 2-11)']","['#1: ""Extra Revolution (エキストラレボリューション)"" by ZAQ (ep 1)', '#2: ""Sticking Places"" by Sphere (eps 2-11)']"
